Code,Name,GeographicLevel,CityClass,IncomeClassification,UrbanRural,Population
156607036,Su-uh,Bgy,,,U,8789
156607037,Tabu Manuk,Bgy,,,R,1350
156607038,Tandu-tandu,Bgy,,,R,706
156607039,Tayungan,Bgy,,,R,1089
156607040,Tinah,Bgy,,,R,501
156607042,Tubig Gantang,Bgy,,,R,1179
156607043,Tubig Jati,Bgy,,,R,704
156608000,PANGUTARAN,Mun,,4th,,30613
156608001,Alu Bunah,Bgy,,,R,770
156608003,Bangkilay,Bgy,,,R,1510
156608004,Kawitan,Bgy,,,R,2031
156608005,Kehi Niog,Bgy,,,R,1886
156608006,Lantong Babag,Bgy,,,R,1846
156608007,Lumah Dapdap,Bgy,,,R,2617
156608009,Pandan Niog,Bgy,,,R,2800
156608010,Panducan,Bgy,,,R,2341
156608011,Panitikan,Bgy,,,R,1487
156608012,Patutol,Bgy,,,R,1111
156608013,Simbahan (Pob.),Bgy,,,R,4871
156608014,Se-ipang,Bgy,,,R,1301
156608016,Suang Bunah,Bgy,,,R,1364
156608017,Tonggasang,Bgy,,,R,1187
156608018,Tubig Nonok,Bgy,,,R,1572
156608019,Tubig Sallang,Bgy,,,R,1919
156609000,PARANG,Mun,,2nd,,62172
156609001,Kaha,Bgy,,,R,2328
156609002,Alu Pangkoh,Bgy,,,R,2386
156609003,Bagsak,Bgy,,,R,1891
156609004,Bawisan,Bgy,,,U,2821
156609005,Biid,Bgy,,,R,1044
156609006,Bukid,Bgy,,,R,884
156609008,Buli Bawang,Bgy,,,R,1021
156609009,Buton,Bgy,,,R,1339
156609010,Buton Mahablo,Bgy,,,R,1067
156609011,Danapa,Bgy,,,R,1104
156609012,Duyan Kabao,Bgy,,,R,946
156609013,Gimba Lagasan,Bgy,,,R,1516
156609015,Kahoy Sinah,Bgy,,,R,1580
156609016,Kanaway,Bgy,,,R,2885
156609017,Kutah Sairap,Bgy,,,R,1475
156609019,Lagasan Higad,Bgy,,,R,1410
156609021,Laum Buwahan,Bgy,,,R,1293
156609023,Laum Suwah,Bgy,,,R,1289
156609024,Alu Layag-Layag,Bgy,,,U,3652
156609025,Liang,Bgy,,,R,1396
156609026,Linuho,Bgy,,,R,980
156609027,Lipunos,Bgy,,,R,1754
156609028,Lungan Gitong,Bgy,,,R,1321
156609029,Lumbaan Mahaba,Bgy,,,R,1502
156609030,Lupa Abu,Bgy,,,R,1863
156609031,Nonokan,Bgy,,,R,2022
156609032,Paugan,Bgy,,,R,724
156609033,Payuhan,Bgy,,,R,1684
156609034,Piyahan,Bgy,,,U,1555
156609035,Poblacion (Parang),Bgy,,,R,2235
156609036,Saldang,Bgy,,,R,1166
156609037,Sampunay,Bgy,,,R,1179
156609038,Silangkan,Bgy,,,R,1703
156609039,Taingting,Bgy,,,R,1352
156609040,Tikong,Bgy,,,R,1154
156609041,Tukay,Bgy,,,R,1311
156609042,Tumangas,Bgy,,,R,1382
156609043,Wanni Piyanjihan,Bgy,,,R,1374
156609044,Lanao Dakula,Bgy,,,R,1337
156609045,Lower Sampunay,Bgy,,,R,1247
156610000,PATA,Mun,,5th,,22163
156610001,Andalan,Bgy,,,R,734
156610003,Daungdong,Bgy,,,R,1793
156610004,Kamawi,Bgy,,,R,1013
156610005,Kanjarang,Bgy,,,R,1371
156610006,Kayawan (Pob.),Bgy,,,R,1504
156610007,Kiput,Bgy,,,R,1425
156610008,Likud,Bgy,,,R,1142
156610009,Luuk-tulay,Bgy,,,R,1342
156610010,Niog-niog,Bgy,,,R,1109
156610011,Patian,Bgy,,,R,717
156610012,Pisak-pisak,Bgy,,,R,1895
156610013,Saimbangon,Bgy,,,R,4398
156610014,Sangkap,Bgy,,,R,1801
156610015,Timuddas,Bgy,,,R,1919
156611000,PATIKUL,Mun,,3rd,,62287
156611001,Anuling,Bgy,,,U,17504
156611002,Bakong,Bgy,,,R,677
156611003,Bangkal,Bgy,,,R,2882
156611004,Bonbon,Bgy,,,R,1223
156611005,Buhanginan (Darayan),Bgy,,,U,1357
156611006,Bungkaung,Bgy,,,R,1105
156611007,Danag,Bgy,,,R,1375
156611008,Igasan,Bgy,,,R,1469
156611009,Kabbon Takas,Bgy,,,R,870
156611010,Kadday Mampallam,Bgy,,,R,1197
156611011,Kan Ague,Bgy,,,R,1638
156611012,Kaunayan,Bgy,,,U,690
156611013,Langhub,Bgy,,,R,1036
156611014,Latih,Bgy,,,U,6089
156611015,Liang,Bgy,,,R,3077
156611016,Maligay,Bgy,,,R,761
156611017,Mauboh,Bgy,,,R,3711
156611018,Pangdanon,Bgy,,,R,979
156611019,Panglayahan,Bgy,,,R,636
156611020,Pansul,Bgy,,,R,1374
156611021,Patikul Higad,Bgy,,,R,931
156611022,Sandah,Bgy,,,R,550
156611023,Taglibi (Pob.),Bgy,,,R,1893
156611024,Tandu-Bagua,Bgy,,,R,794
156611025,Tanum,Bgy,,,R,1682
156611026,Taung,Bgy,,,R,1201
156611027,Timpok,Bgy,,,R,1187
156611028,Tugas,Bgy,,,U,635
156611029,Umangay,Bgy,,,R,1050
156611030,Gandasuli,Bgy,,,R,2714
156612000,SIASI,Mun,,2nd,,67705
156612001,Bakud,Bgy,,,R,875
156612004,Buan,Bgy,,,R,2551
156612006,Bulansing Tara,Bgy,,,R,640
156612007,Bulihkullul,Bgy,,,R,777
156612008,Campo Islam,Bgy,,,R,2113
156612009,Poblacion (Campo Baro),Bgy,,,U,4525
156612010,Duggo,Bgy,,,R,2085
156612011,Duhol Tara,Bgy,,,R,1001
156612012,East Kungtad,Bgy,,,U,1049
156612013,East Sisangat,Bgy,,,R,1133
156612015,Ipil,Bgy,,,R,722
156612016,Jambangan,Bgy,,,R,798
156612018,Kabubu,Bgy,,,U,931
156612019,Kong-Kong Laminusa,Bgy,,,R,1202
156612020,Kud-kud,Bgy,,,U,1087
156612021,Kungtad West,Bgy,,,U,1044
156612023,Luuk Laminusa,Bgy,,,U,831
156612025,Latung,Bgy,,,U,2732
156612026,Luuk Tara,Bgy,,,R,706
156612030,Manta,Bgy,,,R,1259
156612032,Minapan,Bgy,,,R,2424
156612035,Nipa-nipa,Bgy,,,R,757
156612037,North Laud,Bgy,,,U,2846
156612038,North Manta,Bgy,,,R,683
156612040,North Musu Laud,Bgy,,,R,874
156612041,North Silumpak,Bgy,,,R,405
156612042,Punungan,Bgy,,,R,629
156612046,Pislong,Bgy,,,R,882
156612048,Ratag,Bgy,,,R,1965
156612049,Sablay,Bgy,,,R,911
156612050,Sarukot,Bgy,,,R,1017
156612053,Siburi,Bgy,,,R,779
156612056,Singko,Bgy,,,R,864
156612057,Siolakan,Bgy,,,R,2025
156612058,Siundoh,Bgy,,,U,737
156612059,Siowing,Bgy,,,U,1208
156612060,Sipanding,Bgy,,,R,1490
156612061,Sisangat,Bgy,,,R,857
156612065,South Musu Laud,Bgy,,,R,597
156612066,South Silumpak,Bgy,,,R,1145
156612067,Southwestern Bulikullul,Bgy,,,R,618
156612069,Subah Buaya,Bgy,,,R,3220
156612070,Tampakan Laminusa,Bgy,,,R,1581
156612071,Tengah Laminusa,Bgy,,,R,1398
156612072,Tong Laminusa,Bgy,,,R,2520
156612073,Tong-tong,Bgy,,,R,2086
156612074,Tonglabah,Bgy,,,R,962
156612075,Tubig Kutah,Bgy,,,R,830
156612076,Tulling,Bgy,,,R,2665
156612080,Puukan Laminusa,Bgy,,,R,669
156613000,TALIPAO,Mun,,1st,,80255
156613001,Andalan,Bgy,,,R,2404
156613002,Bagsak,Bgy,,,R,1848
156613003,Bandang,Bgy,,,R,1413
156613004,Bilaan (Pob.),Bgy,,,R,3730
156613007,Bud Bunga,Bgy,,,R,1579
156613008,Buntod,Bgy,,,R,2678
156613009,Buroh,Bgy,,,R,1087
156613010,Dalih,Bgy,,,R,1376
156613011,Gata,Bgy,,,R,1462
156613014,Kabatuhan Tiis,Bgy,,,R,1563
156613015,Kabungkol,Bgy,,,R,1370
156613016,Kagay,Bgy,,,R,1493
156613017,Kahawa,Bgy,,,R,1366
156613018,Kandaga,Bgy,,,R,1325
156613019,Kanlibot,Bgy,,,R,1882
156613020,Kiutaan,Bgy,,,R,1533
156613021,Kuhaw,Bgy,,,R,1862
156613023,Kulamboh,Bgy,,,U,1301
156613024,Kuttong,Bgy,,,R,1010
156613025,Lagtoh,Bgy,,,R,1629
156613026,Lambanah,Bgy,,,R,1420
156613027,Liban,Bgy,,,R,1773
156613028,Liu-Bud Pantao,Bgy,,,R,1031
156613029,Lower Binuang,Bgy,,,R,1336
156613030,Lower Kamuntayan,Bgy,,,R,1077
156613031,Lower Laus,Bgy,,,R,1189
156613032,Lower Sinumaan,Bgy,,,R,1777
156613033,Lower Talipao,Bgy,,,R,1501
156613035,Lumbayao,Bgy,,,R,1357
156613036,Lumping Pigih Daho,Bgy,,,R,1314
156613037,Lungkiaban,Bgy,,,R,2121
156613038,Mabahay,Bgy,,,R,1489
156613039,Mahala,Bgy,,,R,1741
156613040,Mampallam,Bgy,,,R,1570
156613041,Marsada,Bgy,,,R,1852
156613042,Mauboh,Bgy,,,R,1293
156613043,Mungit-mungit,Bgy,,,R,1691
156613044,Niog-Sangahan,Bgy,,,R,1217
156613045,Pantao,Bgy,,,R,1513
156613047,Samak,Bgy,,,R,1249
156613048,Talipao Proper,Bgy,,,R,1911
156613049,Tampakan,Bgy,,,R,1657
156613051,Tiis,Bgy,,,R,1566
156613052,Tinggah,Bgy,,,U,1392
156613053,Tubod,Bgy,,,R,1198
156613054,Tuyang,Bgy,,,R,2053
156613055,Upper Kamuntayan,Bgy,,,R,1067
156613056,Upper Laus,Bgy,,,R,847
156613057,Upper Sinumaan,Bgy,,,R,1158
156613058,Upper Talipao,Bgy,,,R,1060
156613059,Kabatuhan Bilaan,Bgy,,,R,1423
156613060,Upper Binuang,Bgy,,,R,1501
156614000,TAPUL,Mun,,5th,,18197
156614003,Banting,Bgy,,,R,677
156614010,Hawan,Bgy,,,R,1135
156614013,Alu-Kabingaan,Bgy,,,R,1599
156614014,Kalang (Pob.),Bgy,,,R,2560
156614016,Kamaunggi,Bgy,,,R,1613
156614017,Kanmangon,Bgy,,,R,934
156614018,Kanaway,Bgy,,,R,751
156614019,Kaumpang,Bgy,,,R,712
156614025,Pagatpat,Bgy,,,R,1034
156614027,Pangdan,Bgy,,,R,1708
156614028,Puok,Bgy,,,R,1196
156614030,Sayli,Bgy,,,R,773
156614032,Sumambat,Bgy,,,R,663
156614033,Tangkapaan,Bgy,,,R,1261
156614035,Tulakan,Bgy,,,R,1581
156615000,TONGKIL,Mun,,4th,,24161
156615001,Bakkaan,Bgy,,,R,1021
156615002,Bangalaw,Bgy,,,R,1467
156615003,Danao,Bgy,,,R,1509
156615004,Dungon,Bgy,,,R,3500
156615005,Kahikukuk,Bgy,,,R,1367
156615006,Luuk (Pob.),Bgy,,,U,1470
156615007,North Paarol,Bgy,,,R,1263
156615009,Sigumbal,Bgy,,,U,1202
156615010,South Paarol,Bgy,,,R,2354
156615011,Tabialan,Bgy,,,U,1925
156615012,Tainga-Bakkao,Bgy,,,U,1971
156615013,Tambun-bun,Bgy,,,R,1605
156615014,Tinutungan,Bgy,,,R,1615
156615015,Tattalan,Bgy,,,R,1892
156616000,PANGLIMA ESTINO (NEW PANAMAO),Mun,,5th,,28817
156616001,Gagguil,Bgy,,,R,1630
156616002,Gata-gata,Bgy,,,U,2227
156616003,Kamih-Pungud,Bgy,,,R,1481
156616004,Lihbug Kabaw,Bgy,,,R,1944
156616005,Lubuk-lubuk,Bgy,,,U,2319
156616006,Pandakan,Bgy,,,U,3235
156616007,Punay (Pob.),Bgy,,,U,7500
156616008,Tiptipon,Bgy,,,R,1828
156616009,Jinggan,Bgy,,,U,1807
156616010,Likbah,Bgy,,,R,1570
156616011,Marsada,Bgy,,,R,1446
156616012,Paiksa,Bgy,,,R,1830
156617000,LUGUS,Mun,,5th,,21897
156617001,Alu Bus-Bus,Bgy,,,R,2946
156617002,Alu-Duyong,Bgy,,,R,3683
156617003,Bas Lugus,Bgy,,,R,829
156617004,Gapas Rugasan,Bgy,,,R,1060
156617005,Gapas Tubig Tuwak,Bgy,,,R,894
156617006,Huwit-huwit Proper,Bgy,,,R,531
156617007,Huwit-huwit Bas Nonok,Bgy,,,R,648
156617008,Kutah Parang,Bgy,,,R,880
156617009,Laha,Bgy,,,R,1144
156617010,Larap,Bgy,,,R,544
156617011,Lugus Proper,Bgy,,,R,604
156617012,Mangkallay,Bgy,,,R,1552
156617013,Mantan,Bgy,,,R,927
156617014,Pait,Bgy,,,R,1681
156617015,Parian Kayawan,Bgy,,,R,1584
156617016,Sibul,Bgy,,,R,1306
156617017,Tingkangan,Bgy,,,R,1084
156618000,PANDAMI,Mun,,4th,,25885
156618001,Baligtang,Bgy,,,U,1247
156618002,Bud Sibaud,Bgy,,,R,1058
156618003,Hambilan,Bgy,,,R,4109
156618004,Kabbon,Bgy,,,R,1113
156618005,Lahi,Bgy,,,R,1302
156618006,Lapak,Bgy,,,R,1937
156618007,Malanta,Bgy,,,R,1264
156618008,Mamanok,Bgy,,,R,747
156618009,North Manubul,Bgy,,,R,3857
156618010,Parian Dakula,Bgy,,,R,1739
156618011,Sibaud Proper,Bgy,,,R,759
156618012,Siganggang,Bgy,,,U,2432
156618013,South Manubul,Bgy,,,R,673
156618014,Suba-suba,Bgy,,,U,1987
156618015,Tenga Manubul,Bgy,,,R,976
156618016,Laud Sibaud,Bgy,,,R,685
156619000,OMAR,Mun,,,,25116
156619001,Andalan,Bgy,,,R,1403
156619002,Angilan,Bgy,,,R,3149
156619003,Capual Island,Bgy,,,U,6119
156619004,Huwit-huwit,Bgy,,,R,2522
156619005,Lahing-Lahing,Bgy,,,R,2898
156619006,Niangkaan,Bgy,,,R,4132
156619007,Sucuban,Bgy,,,R,2404
156619008,Tangkuan,Bgy,,,R,2489
157000000,TAWI-TAWI,Prov,,3rd,,390715
157001000,PANGLIMA SUGALA (BALIMBING),Mun,,3rd,,44184
157001001,Balimbing Proper,Bgy,,,R,4887
157001002,Batu-batu (Pob.),Bgy,,,U,3380
157001003,Buan,Bgy,,,R,3795
157001004,Dungon,Bgy,,,R,1850
157001005,Luuk Buntal,Bgy,,,R,2056
157001007,Parangan,Bgy,,,R,2252
157001008,Tabunan,Bgy,,,R,1023
157001009,Tungbangkaw,Bgy,,,R,3037
157001010,Bauno Garing,Bgy,,,R,2427
157001011,Belatan Halu,Bgy,,,R,3044
157001012,Karaha,Bgy,,,R,1439
157001013,Kulape,Bgy,,,R,2236
157001014,Liyaburan,Bgy,,,R,2251
157001015,Magsaggaw,Bgy,,,R,2956
157001016,Malacca,Bgy,,,R,2868
157001017,Sumangday,Bgy,,,R,2172
157001018,Tundon,Bgy,,,R,2511
157002000,BONGAO (Capital),Mun,,2nd,,100527
157002005,Ipil,Bgy,,,R,1165
157002006,Kamagong,Bgy,,,R,985
157002007,Karungdong,Bgy,,,R,1819
157002009,Lakit Lakit,Bgy,,,R,1121
157002010,Lamion,Bgy,,,U,7090
157002012,Lapid Lapid,Bgy,,,R,1810
157002013,Lato Lato,Bgy,,,R,833
157002014,Luuk Pandan,Bgy,,,R,2652
157002015,Luuk Tulay,Bgy,,,R,1088
157002016,Malassa,Bgy,,,R,1118
157002017,Mandulan,Bgy,,,R,1991
157002018,Masantong,Bgy,,,R,938
157002019,Montay Montay,Bgy,,,R,1410
157002021,Pababag,Bgy,,,R,1639
157002022,Pagasinan,Bgy,,,U,1662
157002023,Pahut,Bgy,,,R,1649
157002024,Pakias,Bgy,,,R,1450
157002025,Paniongan,Bgy,,,R,906
157002026,Pasiagan,Bgy,,,R,3310
157002027,Bongao Poblacion,Bgy,,,U,12503
157002030,Sanga-sanga,Bgy,,,U,3755
157002031,Silubog,Bgy,,,R,1514
157002033,Simandagit,Bgy,,,U,8584
157002034,Sumangat,Bgy,,,R,1120
157002037,Tarawakan,Bgy,,,R,2630
157002040,Tongsinah,Bgy,,,R,1015
157002042,Tubig Basag,Bgy,,,R,1418
157002043,Ungus-ungus,Bgy,,,R,1001
157002044,Lagasan,Bgy,,,R,1444
157002045,Nalil,Bgy,,,R,4637
157002046,Pagatpat,Bgy,,,R,958
157002047,Pag-asa,Bgy,,,U,6835
157002048,Tubig Tanah,Bgy,,,U,5742
157002049,Tubig-Boh,Bgy,,,U,7440
157002050,Tubig-Mampallam,Bgy,,,U,5295
157003000,MAPUN (CAGAYAN DE TAWI-TAWI),Mun,,4th,,26597
157003001,Boki,Bgy,,,R,2018
157003002,Duhul Batu,Bgy,,,R,1434
157003003,Kompang,Bgy,,,R,1023
157003004,Lupa Pula (Pob.),Bgy,,,R,2926
157003005,Guppah,Bgy,,,R,1938
157003006,Mahalo,Bgy,,,R,2220
157003007,Pawan,Bgy,,,R,1287
157003008,Sikub,Bgy,,,R,1387
157003009,Tabulian,Bgy,,,R,1053
157003010,Tanduan,Bgy,,,R,1165
157003012,Umus Mataha,Bgy,,,R,2329
157003013,Erok-erok,Bgy,,,R,2114
157003014,Liyubud,Bgy,,,R,3143
157003015,Lubbak Parang,Bgy,,,R,901
157003016,Sapa,Bgy,,,R,1659
157004000,SIMUNUL,Mun,,4th,,31223
157004001,Bakong,Bgy,,,R,2707
157004002,Manuk Mangkaw,Bgy,,,R,3642
157004003,Mongkay,Bgy,,,R,1890
157004004,Tampakan (Pob.),Bgy,,,R,2453
157004005,Tonggosong,Bgy,,,R,1321
157004006,Tubig Indangan,Bgy,,,R,3463
157004007,Ubol,Bgy,,,R,1525
157004008,Doh-Tong,Bgy,,,R,1596
157004009,Luuk Datan,Bgy,,,R,2037
157004010,Maruwa,Bgy,,,R,938
157004011,Pagasinan,Bgy,,,R,1163
157004012,Panglima Mastul,Bgy,,,R,1650
157004013,Sukah-Bulan,Bgy,,,R,1525
157004014,Timundon,Bgy,,,R,4551
157004015,Bagid*,Bgy,,,R,762
157005000,SITANGKAI,Mun,,1st,,33334
157005001,South Larap (Larap),Bgy,,,R,1766
157005004,Sitangkai Poblacion,Bgy,,,U,3285
157005010,Tongmageng,Bgy,,,R,2194
157005012,Tongusong,Bgy,,,R,2979
157005016,Datu Baguinda Putih,Bgy,,,R,2099
157005021,Imam Sapie,Bgy,,,U,4214
157005022,North Larap,Bgy,,,R,2540
157005023,Panglima Alari,Bgy,,,U,8055
157005025,Sipangkot,Bgy,,,U,6202
157006000,SOUTH UBIAN,Mun,,3rd,,25935
157006001,Babagan,Bgy,,,R,699
157006005,Bengkol,Bgy,,,R,756
157006006,Bintawlan,Bgy,,,R,1169
157006007,Bohe,Bgy,,,R,872
157006008,Bubuan,Bgy,,,R,531
157006009,Bunay Bunay Tong,Bgy,,,R,717
157006010,Bunay Bunay Lookan,Bgy,,,R,1372
157006011,Bunay Bunay Center,Bgy,,,R,740
157006012,Lahad Dampong,Bgy,,,R,1375
157006013,East Talisay,Bgy,,,R,717
157006014,Nunuk,Bgy,,,R,841
157006015,Laitan,Bgy,,,R,756
157006016,Lambi-lambian,Bgy,,,R,920
157006017,Laud,Bgy,,,R,717
157006019,Likud Tabawan,Bgy,,,R,1072
157006023,Nusa-nusa,Bgy,,,R,365
157006024,Nusa,Bgy,,,R,690
157006025,Pampang,Bgy,,,R,709
157006026,Putat,Bgy,,,R,352
157006027,Sollogan,Bgy,,,R,1210
157006028,Talisay,Bgy,,,R,718
157006029,Tampakan Dampong,Bgy,,,R,920
157006030,Tinda-tindahan,Bgy,,,R,929
157006032,Tong Tampakan,Bgy,,,R,891
157006033,Tubig Dayang Center,Bgy,,,R,937
157006034,Tubig Dayang Riverside,Bgy,,,R,966
157006035,Tubig Dayang,Bgy,,,R,1083
157006036,Tukkai,Bgy,,,R,1017
157006037,Unas-unas,Bgy,,,R,616
157006038,Likud Dampong,Bgy,,,R,537
157006039,Tangngah,Bgy,,,R,741
157007000,TANDUBAS,Mun,,2nd,,29390
157007002,Baliungan,Bgy,,,R,1319
157007009,Kakoong,Bgy,,,R,1847
157007010,Kepeng,Bgy,,,R,1243
157007012,Lahay-lahay,Bgy,,,R,781
157007026,Naungan,Bgy,,,R,977
157007030,Sallangan,Bgy,,,R,1593
157007031,Sapa,Bgy,,,R,2197
157007033,Silantup,Bgy,,,R,3244
157007041,Tapian,Bgy,,,R,1298
157007042,Tongbangkaw,Bgy,,,R,1772
157007043,Tangngah (Tangngah Ungus Matata),Bgy,,,R,1991
157007044,Ballak,Bgy,,,R,754
157007045,Butun,Bgy,,,R,1601
157007046,Himbah,Bgy,,,R,2743
157007047,Kalang-kalang,Bgy,,,R,670
157007048,Salamat,Bgy,,,R,794
157007049,Sibakloon,Bgy,,,R,1054
157007050,Tandubato,Bgy,,,R,1362
157007051,Tapian Sukah,Bgy,,,R,1163
157007052,Taruk,Bgy,,,R,987
157008000,TURTLE ISLANDS,Mun,,5th,,4727
157008001,Taganak Poblacion,Bgy,,,R,3376
157008002,Likud Bakkao,Bgy,,,R,1351
157009000,LANGUYAN,Mun,,1st,,33494
157009001,Bakong,Bgy,,,R,1657
157009002,Bas-bas Proper,Bgy,,,R,1135
157009003,Basnunuk,Bgy,,,R,1734
157009004,Darussalam,Bgy,,,R,4206
157009005,Languyan Proper (Pob.),Bgy,,,R,3441
157009006,Maraning,Bgy,,,R,1616
157009009,Simalak,Bgy,,,R,1424
157009010,Tuhog-tuhog,Bgy,,,R,1816
157009011,Tumahubong,Bgy,,,R,1110
157009012,Tumbagaan,Bgy,,,R,1714
157009013,Parang Pantay,Bgy,,,R,2085
157009014,Adnin,Bgy,,,R,1174
157009015,Bakaw-bakaw,Bgy,,,R,1142
157009016,BasLikud,Bgy,,,R,1507
157009017,Jakarta (Lookan Latuan),Bgy,,,R,1465
157009018,Kalupag,Bgy,,,R,1146
157009019,Kiniktal,Bgy,,,R,1547
157009020,Marang-marang,Bgy,,,R,1480
157009021,Sikullis,Bgy,,,R,1043
157009022,Tubig Dakula,Bgy,,,R,1052
157010000,SAPA-SAPA,Mun,,3rd,,30917
157010001,Baldatal Islam,Bgy,,,R,1441
157010002,Lookan Banaran,Bgy,,,R,2068
157010003,Tonggusong Banaran,Bgy,,,U,5674
157010004,Butun,Bgy,,,R,967
157010005,Dalo-dalo,Bgy,,,R,1400
157010006,Palate Gadjaminah,Bgy,,,R,1056
157010007,Kohec,Bgy,,,R,359
157010008,Latuan (Suasang),Bgy,,,R,1082
157010009,Lakit-lakit,Bgy,,,R,1500
157010010,Tangngah (Lalung Sikubong),Bgy,,,R,1244
157010011,Tabunan Likud Sikubong,Bgy,,,R,660
157010012,Malanta,Bgy,,,R,1626
157010013,Mantabuan Tabunan,Bgy,,,R,1737
157010014,Sapa-sapa (Pob.),Bgy,,,R,1465
157010015,Tapian Bohe North,Bgy,,,R,995
157010016,Look Natuh,Bgy,,,R,640
157010017,Lookan Latuan,Bgy,,,R,1263
157010018,Nunuk Likud Sikubong,Bgy,,,R,847
157010019,Pamasan,Bgy,,,R,744
157010020,Sapaat,Bgy,,,R,778
157010021,Sukah-sukah,Bgy,,,R,944
157010022,Tapian Bohe South,Bgy,,,R,960
157010023,Tup-tup Banaran,Bgy,,,U,1467
157011000,SIBUTU,Mun,,,,30387
157011001,Ambulong Sapal,Bgy,,,R,1739
157011002,Datu Amilhamja Jaafar,Bgy,,,R,1372
157011003,Hadji Imam Bidin,Bgy,,,R,1158
157011004,Hadji Mohtar Sulayman,Bgy,,,R,2058
157011005,Hadji Taha,Bgy,,,R,1549
157011006,Imam Hadji Mohammad,Bgy,,,R,1524
157011007,Ligayan,Bgy,,,R,1964
157011008,Nunukan,Bgy,,,R,2124
157011009,Sheik Makdum,Bgy,,,R,2749
157011010,Sibutu (Pob.),Bgy,,,R,919
157011011,Talisay,Bgy,,,R,1630
157011012,Tandu Banak,Bgy,,,R,2509
157011013,Taungoh,Bgy,,,R,3050
157011014,Tongehat,Bgy,,,R,1559
157011015,Tongsibalo,Bgy,,,R,2216
157011016,Ungus-ungus,Bgy,,,R,2267
160000000,REGION XIII (Caraga),Reg,,,,2596709
160200000,AGUSAN DEL NORTE,Prov,,3rd,,354503
160201000,BUENAVISTA,Mun,,1st,,61614
160201001,Abilan,Bgy,,,R,2769
160201002,Agong-ong,Bgy,,,R,1531
160201003,Alubijid,Bgy,,,R,3259
160201004,Guinabsan,Bgy,,,R,3833
160201007,Macalang,Bgy,,,R,2037
160201008,Malapong,Bgy,,,R,1661
160201009,Malpoc,Bgy,,,R,1567
160201010,Manapa,Bgy,,,U,5074
160201011,Matabao,Bgy,,,R,4268
160201013,Poblacion 1,Bgy,,,R,2216
160201014,Poblacion 2,Bgy,,,R,1435
160201015,Poblacion 3,Bgy,,,U,3351
160201016,Poblacion 4,Bgy,,,R,1780
160201017,Poblacion 5,Bgy,,,R,1099
160201018,Poblacion 6,Bgy,,,R,1783
160201019,Poblacion 7,Bgy,,,R,1060
160201020,Poblacion 8,Bgy,,,R,1043
160201021,Poblacion 9,Bgy,,,R,1484
160201022,Poblacion 10,Bgy,,,R,2481
160201023,Rizal,Bgy,,,R,3329
160201024,Sacol,Bgy,,,R,3038
160201025,Sangay,Bgy,,,R,3815
160201026,Talo-ao,Bgy,,,R,1825
160201027,Lower Olave,Bgy,,,R,1688
160201028,Simbalan,Bgy,,,R,4188
160202000,CITY OF BUTUAN (Capital),City,HUC,1st,,337063
160202002,Agao Pob. (Bgy. 3),Bgy,,,U,778
160202003,Agusan Pequeño,Bgy,,,U,5070
160202004,Ambago,Bgy,,,U,12656
160202006,Amparo,Bgy,,,U,2981
160202007,Ampayon,Bgy,,,U,12720
160202008,Anticala,Bgy,,,R,3864
160202009,Antongalon,Bgy,,,R,3643
160202010,Aupagan,Bgy,,,R,1660
160202012,Baan KM 3,Bgy,,,U,11308
160202013,Babag,Bgy,,,R,1823
160202014,Bading Pob. (Bgy. 22),Bgy,,,U,4921
160202016,Bancasi,Bgy,,,R,4925
160202017,Banza,Bgy,,,U,4235
160202018,Baobaoan,Bgy,,,R,1438
160202019,Basag,Bgy,,,R,3786
160202020,Bayanihan Pob. (Bgy. 27),Bgy,,,U,4599
160202021,Bilay,Bgy,,,R,1349
160202022,Bit-os,Bgy,,,R,3166
160202023,Bitan-agan,Bgy,,,R,1243
160202024,Bobon,Bgy,,,R,1689
160202025,Bonbon,Bgy,,,U,5446
160202026,Bugabus,Bgy,,,R,1417
160202027,Buhangin Pob. (Bgy. 19),Bgy,,,U,4407
160202029,Cabcabon,Bgy,,,R,2326
160202031,Camayahan,Bgy,,,R,1258
160202033,Baan Riverside Pob. (Bgy. 20),Bgy,,,U,5376
160202036,Dankias,Bgy,,,R,1195
160202037,Imadejas Pob. (Bgy. 24),Bgy,,,U,1954
160202038,Diego Silang Pob. (Bgy. 6),Bgy,,,U,908
160202039,Doongan,Bgy,,,U,13728
160202040,Dumalagan,Bgy,,,R,2580
160202043,Golden Ribbon Pob. (Bgy. 2),Bgy,,,U,3833
160202044,Dagohoy Pob. (Bgy. 7),Bgy,,,U,1177
160202045,Jose Rizal Pob. (Bgy. 25),Bgy,,,U,5036
160202047,Holy Redeemer Pob. (Bgy. 23),Bgy,,,U,7267
160202048,Humabon Pob. (Bgy. 11),Bgy,,,U,137
160202049,Kinamlutan,Bgy,,,R,3097
160202051,Lapu-lapu Pob. (Bgy. 8),Bgy,,,U,1135
160202052,Lemon,Bgy,,,R,1871
160202053,Leon Kilat Pob. (Bgy. 13),Bgy,,,U,163
160202054,Libertad,Bgy,,,U,21703
160202055,Limaha Pob. (Bgy. 14),Bgy,,,U,6301
160202056,Los Angeles,Bgy,,,U,5234
160202057,Lumbocan,Bgy,,,R,4462
160202060,Maguinda,Bgy,,,R,3600
160202061,Mahay,Bgy,,,R,4062
160202062,Mahogany Pob. (Bgy. 21),Bgy,,,U,5218
160202063,Maibu,Bgy,,,R,1492
