Code,Name,GeographicLevel,CityClass,IncomeClassification,UrbanRural,Population
160202064,Mandamo,Bgy,,,R,859
160202065,Manila de Bugabus,Bgy,,,R,3785
160202066,Maon Pob. (Bgy. 1),Bgy,,,U,5072
160202067,Masao,Bgy,,,R,1786
160202068,Maug,Bgy,,,R,2778
160202069,Port Poyohon Pob. (Bgy. 17 - New Asia),Bgy,,,U,4798
160202070,New Society Village Pob. (Bgy. 26),Bgy,,,U,1481
160202071,Ong Yiu Pob. (Bgy. 16),Bgy,,,U,4859
160202072,Pianing,Bgy,,,R,2165
160202073,Pinamanculan,Bgy,,,R,3060
160202074,Rajah Soliman Pob. (Bgy. 4),Bgy,,,U,465
160202075,San Ignacio Pob. (Bgy. 15),Bgy,,,U,2637
160202076,San Mateo,Bgy,,,R,2828
160202077,San Vicente,Bgy,,,U,16187
160202078,Sikatuna Pob. (Bgy. 10),Bgy,,,U,43
160202079,Silongan Pob. (Bgy. 5),Bgy,,,U,661
160202080,Sumilihon,Bgy,,,R,4989
160202082,Tagabaca,Bgy,,,R,3487
160202083,Taguibo,Bgy,,,U,4238
160202084,Taligaman,Bgy,,,U,4100
160202085,Tandang Sora Pob. (Bgy. 12),Bgy,,,U,3846
160202086,Tiniwisan,Bgy,,,U,3684
160202087,Tungao,Bgy,,,U,5702
160202089,Urduja Pob. (Bgy. 9),Bgy,,,U,83
160202090,Villa Kananga,Bgy,,,U,11173
160202091,Obrero Pob. (Bgy. 18),Bgy,,,U,9774
160202092,Bugsukan,Bgy,,,R,1570
160202093,De Oro,Bgy,,,R,1968
160202094,Dulag,Bgy,,,R,2047
160202095,Florida,Bgy,,,R,2507
160202096,Nong-nong,Bgy,,,R,1594
160202097,Pagatpatan,Bgy,,,U,5933
160202098,Pangabugan,Bgy,,,R,2630
160202099,Salvacion,Bgy,,,R,1580
160202100,Santo Niño,Bgy,,,R,2658
160202101,Sumile,Bgy,,,R,2087
160202102,Don Francisco,Bgy,,,R,1183
160202103,Pigdaulan,Bgy,,,R,2529
160203000,CITY OF CABADBARAN,City,CC,6th,,73639
160203002,Antonio Luna,Bgy,,,R,1208
160203005,Bay-ang,Bgy,,,R,1368
160203006,Bayabas,Bgy,,,R,1329
160203007,Caasinan,Bgy,,,R,1543
160203009,Cabinet,Bgy,,,R,1965
160203010,Calamba,Bgy,,,R,2684
160203011,Calibunan,Bgy,,,R,3919
160203012,Comagascas,Bgy,,,R,3907
160203013,Concepcion,Bgy,,,R,1114
160203014,Del Pilar,Bgy,,,U,5967
160203016,Katugasan,Bgy,,,R,1508
160203017,Kauswagan,Bgy,,,R,2902
160203018,La Union,Bgy,,,U,6530
160203019,Mabini,Bgy,,,U,5875
160203021,Poblacion 1,Bgy,,,U,872
160203022,Poblacion 10,Bgy,,,U,364
160203023,Poblacion 11,Bgy,,,U,561
160203024,Poblacion 12,Bgy,,,R,2263
160203025,Poblacion 2,Bgy,,,R,599
160203026,Poblacion 3,Bgy,,,R,2124
160203027,Poblacion 4,Bgy,,,U,1731
160203028,Poblacion 5,Bgy,,,U,911
160203029,Poblacion 6,Bgy,,,R,1368
160203030,Poblacion 7,Bgy,,,R,2301
160203031,Poblacion 8,Bgy,,,U,385
160203032,Poblacion 9,Bgy,,,U,3841
160203033,Puting Bato,Bgy,,,R,2710
160203037,Sanghan,Bgy,,,R,2926
160203038,Soriano,Bgy,,,R,1979
160203040,Tolosa,Bgy,,,U,5435
160203041,Mahaba,Bgy,,,R,1450
160204000,CARMEN,Mun,,4th,,20839
160204001,Cahayagan,Bgy,,,R,2395
160204002,Gosoon,Bgy,,,R,1806
160204004,Manoligao,Bgy,,,R,1356
160204009,Poblacion (Carmen),Bgy,,,U,5988
160204010,Rojales,Bgy,,,R,2542
160204011,San Agustin,Bgy,,,R,1183
160204012,Tagcatong,Bgy,,,R,3462
160204014,Vinapor,Bgy,,,R,2107
160205000,JABONGA,Mun,,3rd,,23184
160205001,Baleguian,Bgy,,,R,2232
160205002,Bangonay,Bgy,,,R,3122
160205003,A. Beltran (Camalig),Bgy,,,R,1083
160205004,Bunga,Bgy,,,R,638
160205005,Colorado,Bgy,,,R,1683
160205006,Cuyago,Bgy,,,R,1883
160205007,Libas,Bgy,,,R,1384
160205008,Magdagooc,Bgy,,,R,1482
160205009,Magsaysay,Bgy,,,R,1031
160205010,Maraiging,Bgy,,,R,518
160205011,Poblacion (Jabonga),Bgy,,,R,3822
160205012,San Jose,Bgy,,,R,784
160205013,San Pablo,Bgy,,,R,1136
160205014,San Vicente,Bgy,,,R,1534
160205015,Santo Niño,Bgy,,,R,852
160206000,KITCHARAO,Mun,,4th,,18659
160206001,Bangayan,Bgy,,,R,1254
160206002,Canaway,Bgy,,,R,1259
160206003,Hinimbangan,Bgy,,,R,299
160206004,Jaliobong,Bgy,,,R,1551
160206005,Mahayahay,Bgy,,,R,2632
160206006,Poblacion,Bgy,,,R,2198
160206007,San Isidro,Bgy,,,R,1227
160206008,San Roque,Bgy,,,R,1947
160206009,Sangay,Bgy,,,R,1038
160206010,Crossing,Bgy,,,R,3274
160206011,Songkoy,Bgy,,,U,1980
160207000,LAS NIEVES,Mun,,2nd,,28414
160207001,Ambacon,Bgy,,,R,1395
160207002,Bonifacio,Bgy,,,R,1585
160207003,Consorcia,Bgy,,,R,1276
160207004,Katipunan,Bgy,,,R,1031
160207005,Lingayao,Bgy,,,R,2687
160207006,Malicato,Bgy,,,R,1084
160207007,Maningalao,Bgy,,,R,1527
160207008,Marcos Calo,Bgy,,,R,1100
160207009,Mat-i,Bgy,,,R,2081
160207010,Pinana-an,Bgy,,,R,1515
160207011,Poblacion,Bgy,,,U,1428
160207013,San Isidro,Bgy,,,R,1195
160207014,Tinucoran,Bgy,,,R,1004
160207015,Balungagan,Bgy,,,R,814
160207016,Eduardo G. Montilla (Camboayon),Bgy,,,R,1372
160207017,Durian,Bgy,,,R,2085
160207018,Ibuan,Bgy,,,R,1134
160207019,Rosario,Bgy,,,R,1484
160207020,San Roque,Bgy,,,R,551
160207021,Casiklan,Bgy,,,R,2066
160208000,MAGALLANES,Mun,,4th,,21007
160208001,Buhang,Bgy,,,R,3878
160208002,Caloc-an,Bgy,,,R,4369
160208003,Guiasan,Bgy,,,R,1467
160208005,Poblacion,Bgy,,,R,1876
160208008,Taod-oy,Bgy,,,R,1351
160208009,Marcos,Bgy,,,U,3639
160208010,Santo Niño,Bgy,,,R,1663
160208011,Santo Rosario,Bgy,,,U,2764
160209000,NASIPIT,Mun,,3rd,,41957
160209001,Aclan,Bgy,,,R,2354
160209002,Amontay,Bgy,,,U,1840
160209004,Ata-atahon,Bgy,,,R,1820
160209005,Camagong,Bgy,,,U,5204
160209006,Cubi-cubi,Bgy,,,R,1338
160209007,Culit,Bgy,,,R,3039
160209008,Jaguimitan,Bgy,,,R,1647
160209009,Kinabjangan,Bgy,,,R,3714
160209010,Barangay 1 (Pob.),Bgy,,,R,1108
160209011,Barangay 2 (Pob.),Bgy,,,R,1197
160209012,Barangay 3 (Pob.),Bgy,,,R,841
160209013,Barangay 4 (Pob.),Bgy,,,U,731
160209014,Barangay 5 (Pob.),Bgy,,,R,1270
160209015,Barangay 6 (Pob.),Bgy,,,R,1319
160209016,Barangay 7 (Pob.),Bgy,,,R,1976
160209017,Punta,Bgy,,,R,3685
160209018,Santa Ana,Bgy,,,R,2307
160209019,Talisay,Bgy,,,U,3729
160209020,Triangulo,Bgy,,,R,2838
160210000,SANTIAGO,Mun,,4th,,24200
160210002,Curva,Bgy,,,R,2155
160210003,Jagupit,Bgy,,,R,2538
160210005,La Paz,Bgy,,,R,1630
160210007,Poblacion I,Bgy,,,U,5418
160210008,San Isidro,Bgy,,,R,2450
160210009,Tagbuyacan,Bgy,,,R,2202
160210010,Estanislao Morgado,Bgy,,,R,1817
160210011,Poblacion II,Bgy,,,U,4214
160210012,Pangaylan-IP,Bgy,,,R,1776
160211000,TUBAY,Mun,,4th,,24932
160211001,Binuangan,Bgy,,,R,1372
160211002,Cabayawa,Bgy,,,R,1391
160211003,Doña Rosario,Bgy,,,R,2750
160211004,La Fraternidad,Bgy,,,R,3183
160211005,Lawigan,Bgy,,,R,666
160211006,Poblacion 1,Bgy,,,R,1725
160211007,Poblacion 2,Bgy,,,R,2879
160211008,Santa Ana,Bgy,,,R,3111
160211009,Tagmamarkay,Bgy,,,R,1825
160211010,Tagpangahoy,Bgy,,,R,519
160211011,Tinigbasan,Bgy,,,R,1001
160211012,Victory,Bgy,,,R,1130
160211013,Doña Telesfora,Bgy,,,R,3380
160212000,REMEDIOS T. ROMUALDEZ,Mun,,5th,,16058
160212001,Poblacion I (Agay),Bgy,,,R,2611
160212002,Balangbalang,Bgy,,,R,2482
160212003,Basilisa,Bgy,,,R,2181
160212004,Humilog,Bgy,,,R,1768
160212005,Panaytayon,Bgy,,,R,1084
160212006,San Antonio,Bgy,,,R,2122
160212007,Tagbongabong,Bgy,,,R,2046
160212008,Poblacion II,Bgy,,,U,1764
160300000,AGUSAN DEL SUR,Prov,,1st,,700653
160301000,CITY OF BAYUGAN,City,CC,5th,,103202
160301001,Calaitan,Bgy,,,R,1913
160301002,Charito,Bgy,,,R,1549
160301003,Fili,Bgy,,,R,2949
160301004,Hamogaway,Bgy,,,R,1508
160301006,Katipunan,Bgy,,,R,1225
160301007,Mabuhay,Bgy,,,R,1730
160301009,Marcelina,Bgy,,,R,3789
160301010,Maygatasan,Bgy,,,U,4818
160301011,Noli,Bgy,,,R,3712
160301013,Osmeña,Bgy,,,R,1589
160301014,Panaytay,Bgy,,,R,695
160301016,Poblacion,Bgy,,,U,16010
160301017,Sagmone,Bgy,,,R,1301
160301018,Saguma,Bgy,,,R,2215
160301019,Salvacion,Bgy,,,U,5886
160301020,San Isidro,Bgy,,,R,1206
160301023,Santa Irene,Bgy,,,R,3651
160301024,Taglatawan,Bgy,,,U,12838
160301025,Verdu,Bgy,,,R,1424
160301027,Wawa,Bgy,,,R,1562
160301028,Berseba,Bgy,,,R,1585
160301029,Bucac,Bgy,,,R,3918
160301030,Cagbas,Bgy,,,R,1923
160301031,Canayugan,Bgy,,,R,1156
160301032,Claro Cortez,Bgy,,,R,819
160301033,Gamao,Bgy,,,R,1096
160301034,Getsemane,Bgy,,,R,398
160301035,Grace Estate,Bgy,,,R,677
160301036,Magkiangkang,Bgy,,,R,1801
160301037,Mahayag,Bgy,,,R,629
160301038,Montivesta,Bgy,,,R,709
160301039,Mt. Ararat,Bgy,,,R,684
160301040,Mt. Carmel,Bgy,,,R,2387
160301041,Mt. Olive,Bgy,,,R,1509
160301042,New Salem,Bgy,,,R,569
160301043,Pinagalaan,Bgy,,,R,1411
160301044,San Agustin,Bgy,,,R,679
160301045,San Juan,Bgy,,,R,3307
160301046,Santa Teresita,Bgy,,,R,1828
160301047,Santo Niño,Bgy,,,R,1606
160301048,Taglibas,Bgy,,,R,402
160301049,Tagubay,Bgy,,,R,930
160301050,Villa Undayon,Bgy,,,R,1609
160302000,BUNAWAN,Mun,,1st,,45151
160302001,Bunawan Brook,Bgy,,,U,5283
160302002,Consuelo,Bgy,,,U,9528
160302003,Libertad,Bgy,,,U,6583
160302004,Mambalili,Bgy,,,R,3008
160302005,Poblacion,Bgy,,,U,5379
160302006,San Andres,Bgy,,,R,3336
160302007,San Marcos,Bgy,,,R,1212
160302008,Imelda,Bgy,,,R,1672
160302009,Nueva Era,Bgy,,,R,1375
160302010,San Teodoro,Bgy,,,U,7775
160303000,ESPERANZA,Mun,,1st,,54801
160303001,Anolingan,Bgy,,,R,1649
160303002,Bakingking,Bgy,,,R,496
160303003,Bentahon,Bgy,,,R,1084
160303004,Bunaguit,Bgy,,,R,1192
160303006,Catmonon,Bgy,,,R,1733
160303007,Concordia,Bgy,,,R,935
160303008,Dakutan,Bgy,,,R,3391
160303009,Duangan,Bgy,,,R,1610
160303010,Mac-Arthur,Bgy,,,R,200
160303011,Guadalupe,Bgy,,,R,4046
160303012,Hawilian,Bgy,,,R,2358
160303013,Labao,Bgy,,,R,930
160303014,Maasin,Bgy,,,R,1091
160303015,Mahagcot,Bgy,,,R,841
160303016,Milagros,Bgy,,,R,1172
160303017,Nato,Bgy,,,R,1732
160303018,Oro,Bgy,,,R,1922
160303019,Poblacion,Bgy,,,R,4778
160303020,Remedios,Bgy,,,R,1447
160303021,Salug,Bgy,,,R,1238
160303022,San Toribio,Bgy,,,R,2424
160303023,Santa Fe,Bgy,,,R,1990
160303024,Segunda,Bgy,,,R,293
160303026,Tagabase,Bgy,,,R,827
160303027,Taganahaw,Bgy,,,R,382
160303028,Tagbalili,Bgy,,,R,546
160303029,Tahina,Bgy,,,R,769
160303030,Tandang Sora,Bgy,,,R,768
160303031,Agsabu,Bgy,,,R,812
160303032,Aguinaldo,Bgy,,,R,540
160303033,Balubo,Bgy,,,R,816
160303034,Cebulan,Bgy,,,R,432
160303035,Crossing Luna,Bgy,,,R,1381
160303036,Cubo,Bgy,,,R,877
160303037,Guibonon,Bgy,,,R,502
160303038,Kalabuan,Bgy,,,R,283
160303039,Kinamaybay,Bgy,,,R,683
160303040,Langag,Bgy,,,R,1197
160303041,Maliwanag,Bgy,,,R,296
160303042,New Gingoog,Bgy,,,R,495
160303043,Odiong,Bgy,,,R,622
160303044,Piglawigan,Bgy,,,R,1882
160303045,San Isidro,Bgy,,,R,385
160303046,San Jose,Bgy,,,R,150
160303047,San Vicente,Bgy,,,R,765
160303048,Sinakungan,Bgy,,,R,464
160303049,Valentina,Bgy,,,R,375
160304000,LA PAZ,Mun,,1st,,28217
160304001,Bataan,Bgy,,,R,1893
160304002,Comota,Bgy,,,R,1641
160304003,Halapitan,Bgy,,,R,508
160304004,Langasian,Bgy,,,R,1233
160304005,"Osmeña, Sr.",Bgy,,,R,1827
160304006,Poblacion,Bgy,,,U,5563
160304007,Sagunto,Bgy,,,R,1677
160304008,Villa Paz,Bgy,,,R,1717
160304009,Angeles,Bgy,,,R,823
160304010,Kasapa II,Bgy,,,R,1398
160304011,Lydia,Bgy,,,R,1465
160304012,Panagangan,Bgy,,,R,3549
160304013,Sabang Adgawan,Bgy,,,R,1505
160304014,San Patricio,Bgy,,,R,1476
160304015,Valentina,Bgy,,,R,1942
160305000,LORETO,Mun,,1st,,42501
160305001,Binucayan,Bgy,,,R,2781
160305002,Johnson,Bgy,,,R,1433
160305003,Magaud,Bgy,,,R,3314
160305004,Nueva Gracia,Bgy,,,R,2270
160305005,Poblacion,Bgy,,,U,6384
160305006,San Isidro,Bgy,,,U,1601
160305007,San Mariano,Bgy,,,R,2411
160305008,San Vicente,Bgy,,,R,2163
160305009,Santa Teresa,Bgy,,,R,2325
160305010,Santo Tomas,Bgy,,,R,3859
160305011,Violanta,Bgy,,,R,1439
160305012,Waloe,Bgy,,,R,2358
160305013,Kasapa,Bgy,,,R,1738
160305014,Katipunan,Bgy,,,R,525
160305015,Kauswagan,Bgy,,,R,2445
160305016,Santo Niño,Bgy,,,R,1088
160305017,Sabud,Bgy,,,R,4367
160306000,PROSPERIDAD (Capital),Mun,,1st,,82631
160306001,Aurora,Bgy,,,R,3251
160306002,Awa,Bgy,,,R,1888
160306003,Azpetia,Bgy,,,R,1850
160306004,Poblacion (Bahbah),Bgy,,,U,12731
160306006,La Caridad,Bgy,,,R,1769
160306007,La Suerte,Bgy,,,R,1772
160306008,La Union,Bgy,,,R,1853
160306009,Las Navas,Bgy,,,R,1785
160306010,Libertad,Bgy,,,R,985
160306011,Los Arcos,Bgy,,,R,2606
160306012,Lucena,Bgy,,,R,3511
160306013,Mabuhay,Bgy,,,R,2013
160306014,Magsaysay,Bgy,,,R,2339
160306015,Mapaga,Bgy,,,R,1558
160306016,New Maug,Bgy,,,R,1480
160306017,Napo,Bgy,,,R,953
160306018,Patin-ay,Bgy,,,U,8505
160306020,Salimbogaon,Bgy,,,R,790
160306021,Salvacion,Bgy,,,R,2659
160306022,San Joaquin,Bgy,,,R,1720
160306023,San Jose,Bgy,,,R,2579
160306024,San Lorenzo,Bgy,,,R,1310
160306025,San Martin,Bgy,,,R,2379
160306026,San Pedro,Bgy,,,R,851
160306027,San Rafael,Bgy,,,R,1973
160306029,San Salvador,Bgy,,,R,1567
160306030,San Vicente,Bgy,,,R,3728
160306031,Santa Irene,Bgy,,,U,6148
160306032,Santa Maria,Bgy,,,R,1874
160306033,La Perian,Bgy,,,R,835
160306034,La Purisima,Bgy,,,R,2276
160306035,San Roque,Bgy,,,R,1093
160307000,ROSARIO,Mun,,2nd,,46683
160307001,Bayugan 3,Bgy,,,U,13922
160307002,Cabantao,Bgy,,,R,1723
160307003,Cabawan,Bgy,,,R,1357
160307004,Marfil,Bgy,,,R,1914
160307005,Novele,Bgy,,,R,2695
160307006,Poblacion,Bgy,,,U,5131
160307007,Santa Cruz,Bgy,,,U,8659
160307008,Tagbayagan,Bgy,,,R,2100
160307009,Wasi-an,Bgy,,,R,4391
160307010,Libuac,Bgy,,,R,3085
160307011,Maligaya,Bgy,,,R,1706
160308000,SAN FRANCISCO,Mun,,1st,,74542
160308001,Alegria,Bgy,,,U,7310
160308002,Bayugan 2,Bgy,,,R,4644
160308003,Borbon,Bgy,,,R,2850
160308005,Caimpugan,Bgy,,,R,1590
160308006,Ebro,Bgy,,,R,1325
160308007,Hubang,Bgy,,,U,3166
160308008,Lapinigan,Bgy,,,U,5150
160308009,Lucac,Bgy,,,R,1294
160308010,Mate,Bgy,,,R,1497
160308011,New Visayas,Bgy,,,R,1334
160308012,Pasta,Bgy,,,R,3061
160308013,Pisa-an,Bgy,,,R,3429
160308015,Barangay 1 (Pob.),Bgy,,,U,5902
160308016,Barangay 2 (Pob.),Bgy,,,U,2506
160308017,Barangay 3 (Pob.),Bgy,,,U,3642
160308018,Barangay 4 (Pob.),Bgy,,,U,2939
160308019,Barangay 5 (Pob.),Bgy,,,U,5239
160308020,Rizal,Bgy,,,R,904
160308021,San Isidro,Bgy,,,U,3737
160308022,Santa Ana,Bgy,,,R,1256
160308024,Tagapua,Bgy,,,R,2397
160308025,Bitan-agan,Bgy,,,R,1046
160308026,Buenasuerte,Bgy,,,R,1566
160308027,Das-agan,Bgy,,,R,1824
160308028,Karaus,Bgy,,,U,3148
160308029,Ladgadan,Bgy,,,R,981
160308030,Ormaca,Bgy,,,R,805
160309000,SAN LUIS,Mun,,1st,,32109
160309001,Anislagan,Bgy,,,R,1998
160309002,Baylo,Bgy,,,R,1555
160309003,Coalicion,Bgy,,,R,1398
160309004,Culi,Bgy,,,R,1008
160309005,Nuevo Trabajo,Bgy,,,R,1876
160309006,Poblacion,Bgy,,,R,1815
160309007,Santa Ines,Bgy,,,R,1748
160309008,Balit,Bgy,,,R,868
160309009,Binicalan,Bgy,,,R,3353
160309010,Cecilia,Bgy,,,R,1135
160309011,Dimasalang,Bgy,,,R,1387
160309012,Don Alejandro,Bgy,,,R,2600
160309013,Don Pedro,Bgy,,,R,241
160309014,Doña Flavia,Bgy,,,R,2614
160309015,Mahagsay,Bgy,,,R,1009
160309016,Mahapag,Bgy,,,R,730
160309017,Mahayahay,Bgy,,,R,795
160309018,Muritula,Bgy,,,R,743
160309019,Policarpo,Bgy,,,R,486
160309020,San Isidro,Bgy,,,R,807
160309021,San Pedro,Bgy,,,R,1219
160309022,Santa Rita,Bgy,,,R,301
160309023,Santiago,Bgy,,,R,499
160309024,Wegguam,Bgy,,,R,457
160309025,Doña Maxima,Bgy,,,R,1467
160310000,SANTA JOSEFA,Mun,,3rd,,26729
160310001,Angas,Bgy,,,R,3271
160310002,Aurora,Bgy,,,R,2651
160310003,Awao,Bgy,,,R,2232
160310004,Tapaz,Bgy,,,R,1729
160310005,Patrocinio,Bgy,,,R,2238
160310006,Poblacion,Bgy,,,R,4962
160310007,San Jose,Bgy,,,R,2486
160310008,Santa Isabel,Bgy,,,R,2363
160310009,Sayon,Bgy,,,R,2620
160310010,Concepcion,Bgy,,,R,1055
160310011,Pag-asa,Bgy,,,R,1122
160311000,TALACOGON,Mun,,2nd,,38374
160311001,BuenaGracia,Bgy,,,R,1846
160311002,Causwagan,Bgy,,,R,3055
160311004,Culi,Bgy,,,R,511
160311005,Del Monte,Bgy,,,U,7750
160311006,Desamparados,Bgy,,,R,1361
160311007,Labnig,Bgy,,,R,2888
160311008,Sabang Gibung,Bgy,,,R,961
160311009,San Agustin (Pob.),Bgy,,,U,4314
160311010,San Isidro (Pob.),Bgy,,,R,897
160311011,San Nicolas (Pob.),Bgy,,,R,2307
160311012,Zamora,Bgy,,,R,1411
160311013,Zillovia,Bgy,,,U,5255
160311014,La Flora,Bgy,,,R,1212
160311015,Maharlika,Bgy,,,R,855
160311016,Marbon,Bgy,,,R,1570
160311017,Batucan,Bgy,,,R,2181
160312000,TRENTO,Mun,,1st,,51565
160312001,Basa,Bgy,,,R,2382
160312002,Cuevas,Bgy,,,R,2265
160312003,Kapatungan,Bgy,,,R,4091
160312004,Langkila-an,Bgy,,,R,2236
160312005,New Visayas,Bgy,,,R,906
160312006,Poblacion,Bgy,,,U,18139
160312007,Pulang-lupa,Bgy,,,R,3353
160312008,Salvacion,Bgy,,,R,2594
160312009,San Ignacio,Bgy,,,R,959
160312010,San Isidro,Bgy,,,R,1713
160312011,San Roque,Bgy,,,R,1348
160312012,Santa Maria,Bgy,,,R,4535
160312013,Tudela,Bgy,,,R,1621
160312014,Cebolin,Bgy,,,R,1093
160312015,Manat,Bgy,,,R,3781
160312016,Pangyan,Bgy,,,R,549
160313000,VERUELA,Mun,,2nd,,43706
160313001,Binongan,Bgy,,,R,1735
160313002,Del Monte,Bgy,,,R,2375
160313003,Don Mateo,Bgy,,,R,1452
160313004,La Fortuna,Bgy,,,U,6418
160313005,Limot,Bgy,,,R,973
160313006,Magsaysay,Bgy,,,R,1628
160313007,Masayan,Bgy,,,R,1726
160313008,Poblacion,Bgy,,,U,5891
160313009,Sampaguita,Bgy,,,U,5950
160313010,San Gabriel,Bgy,,,R,2569
160313011,Santa Emelia,Bgy,,,R,1483
160313012,Sinobong,Bgy,,,R,3706
160313013,Anitap,Bgy,,,R,595
160313014,Bacay II,Bgy,,,R,1085
160313015,Caigangan,Bgy,,,R,1029
160313016,Candiis,Bgy,,,R,655
160313017,Katipunan,Bgy,,,R,958
160313018,Santa Cruz,Bgy,,,R,1059
160313019,Sawagan,Bgy,,,R,1099
160313020,Sisimon,Bgy,,,R,1320
160314000,SIBAGAT,Mun,,1st,,30442
160314001,Afga,Bgy,,,R,2995
160314002,Anahawan,Bgy,,,R,597
160314003,Banagbanag,Bgy,,,R,677
160314004,Del Rosario,Bgy,,,R,262
160314005,El Rio,Bgy,,,R,1463
160314006,Ilihan,Bgy,,,R,1057
160314007,Kauswagan,Bgy,,,R,338
160314008,Kioya,Bgy,,,R,635
160314009,Magkalape,Bgy,,,R,178
160314010,Magsaysay,Bgy,,,R,968
160314011,Mahayahay,Bgy,,,R,1172
160314012,New Tubigon,Bgy,,,R,1113
160314013,Padiay,Bgy,,,R,1627
160314014,Perez,Bgy,,,R,923
160314015,Poblacion,Bgy,,,U,5998
160314016,San Isidro,Bgy,,,R,850
160314017,San Vicente,Bgy,,,R,1278
160314018,Santa Cruz,Bgy,,,R,444
160314019,Santa Maria,Bgy,,,R,720
160314020,Sinai,Bgy,,,R,551
160314021,Tabon-tabon,Bgy,,,R,3053
160314022,Tag-uyango,Bgy,,,R,678
160314023,Villangit,Bgy,,,R,891
160314024,Kolambugan,Bgy,,,R,1974
166700000,SURIGAO DEL NORTE,Prov,,2nd,,485088
166701000,ALEGRIA,Mun,,5th,,16011
166701001,Poblacion (Alegria),Bgy,,,R,1871
166701002,Alipao,Bgy,,,R,2161
166701003,Budlingin,Bgy,,,R,630
166701004,Camp Eduard (Geotina),Bgy,,,R,505
166701005,Ombong,Bgy,,,R,966
166701006,Pongtud,Bgy,,,R,1536
166701007,San Pedro,Bgy,,,R,2220
166701008,Ferlda,Bgy,,,R,174
166701009,Julio Ouano (Pob.),Bgy,,,R,2056
166701010,San Juan,Bgy,,,R,1503
166701011,Anahaw,Bgy,,,R,1630
166701012,Gamuton,Bgy,,,R,759
166702000,BACUAG,Mun,,5th,,14486
166702001,Cabugao,Bgy,,,R,1275
166702002,Cambuayon,Bgy,,,R,688
166702003,Campo,Bgy,,,R,2099
166702004,Dugsangon,Bgy,,,R,1271
166702005,Pautao,Bgy,,,R,1200
166702006,Payapag,Bgy,,,R,1545
166702007,Poblacion,Bgy,,,U,5475
166702008,Pungtod,Bgy,,,R,480
166702009,Santo Rosario,Bgy,,,R,453
166704000,BURGOS,Mun,,6th,,4034
166704001,Baybay,Bgy,,,R,915
166704002,Bitaug,Bgy,,,R,319
166704003,Poblacion 1,Bgy,,,R,888
166704004,Poblacion 2,Bgy,,,R,1250
166704005,San Mateo,Bgy,,,R,374
166704006,Matin-ao,Bgy,,,R,288
166706000,CLAVER,Mun,,2nd,,32773
166706001,Cabugo,Bgy,,,R,2542
166706002,Cagdianao,Bgy,,,R,4140
166706003,Daywan,Bgy,,,R,2587
166706004,Hayanggabon,Bgy,,,R,2373
166706005,Ladgaron (Pob.),Bgy,,,R,2946
166706006,Lapinigan,Bgy,,,R,824
166706007,Magallanes,Bgy,,,R,747
166706008,Panatao,Bgy,,,R,1767
166706009,Tayaga (Pob. East),Bgy,,,U,3307
166706010,Bagakay (Pob. West),Bgy,,,R,2331
166706011,Sapa,Bgy,,,R,987
166706012,Taganito,Bgy,,,U,4702
166706013,Urbiztondo,Bgy,,,R,2939
166706014,Wangke,Bgy,,,R,581
166707000,DAPA,Mun,,4th,,23787
166707001,Bagakay,Bgy,,,R,475
166707002,Barangay 1 (Pob.),Bgy,,,R,2610
166707003,Barangay 13 (Pob.),Bgy,,,R,1881
166707004,Buenavista,Bgy,,,R,401
166707005,Cabawa,Bgy,,,R,400
166707006,Cambas-ac,Bgy,,,R,704
166707007,Consolacion,Bgy,,,R,1783
166707008,Corregidor,Bgy,,,R,471
166707009,Dagohoy,Bgy,,,R,281
166707010,Don Paulino,Bgy,,,R,762
166707011,Jubang,Bgy,,,R,396
166707012,Montserrat,Bgy,,,R,422
166707013,Osmeña,Bgy,,,R,1752
166707014,Barangay 10 (Pob.),Bgy,,,R,486
166707015,Barangay 11 (Pob.),Bgy,,,R,439
166707016,Barangay 12 (Pob.),Bgy,,,U,2467
166707017,Barangay 2 (Pob.),Bgy,,,R,747
166707018,Barangay 3 (Pob.),Bgy,,,R,547
166707019,Barangay 4 (Pob.),Bgy,,,R,448
166707020,Barangay 5 (Pob.),Bgy,,,R,257
166707021,Barangay 6 (Pob.),Bgy,,,U,563
166707022,Barangay 7 (Pob.),Bgy,,,R,143
166707023,Barangay 8 (Pob.),Bgy,,,R,216
166707024,Barangay 9 (Pob.),Bgy,,,U,355
166707025,San Carlos,Bgy,,,R,492
166707026,San Miguel,Bgy,,,R,833
166707027,Santa Fe,Bgy,,,R,733
166707028,Union,Bgy,,,R,2420
166707029,Santa Felomina,Bgy,,,R,303
166708000,DEL CARMEN,Mun,,5th,,18392
166708001,Bagakay (Alburo),Bgy,,,R,579
166708002,Antipolo,Bgy,,,R,852
166708004,Bitoon,Bgy,,,R,797
166708006,Cabugao,Bgy,,,R,640
166708007,Cancohoy,Bgy,,,R,966
166708008,Caub,Bgy,,,R,1571
166708009,Del Carmen (Pob.),Bgy,,,R,3420
166708010,Domoyog,Bgy,,,R,312
166708011,Esperanza,Bgy,,,R,896
166708012,Jamoyaon,Bgy,,,R,1118
166708013,Katipunan,Bgy,,,R,449
166708014,Lobogon,Bgy,,,R,584
166708016,Mabuhay,Bgy,,,R,296
166708017,Mahayahay,Bgy,,,R,517
166708019,Quezon,Bgy,,,R,384
166708021,San Fernando,Bgy,,,R,575
