pop,equar,first_date,equar_date,lambdaValues,tau,beta,c,omega,theta,r,deltaA,epsT,deltaS,E0,IA0,IS0,startProjection_date,FittedTo,Convergence,fitness,distance,Geographical.Level,Geographical.Place,C0,mu,popMultiplier,area
59243,9;39;70;100;131;162;192;223;253;284;315;343;374,2020-03-23,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.908000577452818;0.761025971489752;0.762124101194278;0.513628544419424;0.518467344918724;0.506870216725352;0;0.0309802348345316;0.576433733343093;0.31148992397919;0.79477294618605;0.42859150194587;0.42859150194587,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1.103570951,1,2021-02-01,Active,0,0.964843843,4.546078842,muncity,Bauang,2,4.05E-05,0.75,13307000
28268,15;46;76;107;138;168;199;229;260;291;319;350,2020-04-16,2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;0.949748260528813;0.0251312429804694;0.337312639915444;0.390095796173396;0.517828805565511;0;0.741353921243409;0.95;0.339283557846327;0;0,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.945927732,2.509738068,muncity,Luna,1,4.05E-05,0.75,13310000
42814,6;36;67;97;128;159;189;220;250;281;312;340;371,2020-03-26,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.94999421479103;0.847948060626112;0.836859975325043;0.546687524063946;0;0.357727254186089;0.482300775485324;0.0976916549757865;0.613647167389958;0.76222782064373;0.298627375284672;0.392737036898448;0.392737036898448,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.898469723,1.858755204,muncity,Naguilian,1,4.05E-05,0.75,13311000
43790,31;61;92;122;153;184;214;245;275;306;337;365;396,2020-03-01,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.831321230274131;0.77120129201614;0.345196955147201;0.448327788370192;0.633488217069989;0.424343777689108;0.49569914012722;0.293623342058228;0.149986150454677;0.742190739768921;0.780667994416967;0.646947703719819;0.646947703719819,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,3.053661845,1,1,2021-02-01,Active,52,0.986961334,1.571679056,muncity,Rosario,2,4.05E-05,0.75,13313000
96179,31;61;92;122;153;184;214;245;275;306;337;365;396,2020-03-01,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;0.397771745888067;0.601986592953082;0.0419714198887184;0.0784086523311754;0.900436366563693;0.105156630842009;0.356381136238293;0.360936426324168;0.528964281254317;0.665184240366782;0.421888854740352;0.421888854740352,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,52,0.976191703,14.10152113,muncity,City of san fernando ,2,4.05E-05,0.75,13314000
29364,6;36;67;97;128;159;189;220;250;281;312;340;371,2020-03-26,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.943013953971265;0.942872224714937;0.942974357035633;0.115832228314617;0.262986719965707;0.198181620797828;0.353902463290586;0.249335678312124;0.535311374830895;0.524325186606306;0.52539257777038;0.873928233116727;0.873928233116727,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,1,0.916583294,1.880149992,muncity,San juan,0,4.05E-05,0.75,13316000
22685,20;51;82;112;143;173;204;235;263;294,2020-06-11,2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.949957698247866;0;0.949954447613125;0;0.45868388750302;0.479075447143718;0.470489437123825;0.693683565773719;0.605903146414558;0.605903146414558,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1.503874002,1.451620227,1.456280354,2021-02-01,Active,0,0.775255501,2.627220685,muncity,Tubao,0,4.05E-05,0.75,13320000
32745,9;40;71;101;132;162;193;224;252;283,2020-06-22,2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.921816693471075;0.473872615676506;0.350336186527722;0.612580664037436;0.192253841523844;0.708038997222969;0.442734927088739;0.568265488970401;0.515594952251957;0.515594952251957,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.899772038,1.579270448,muncity,Aguilar,1,4.05E-05,0.75,15502000
70845,6;36;67;97;128;159;189;220;250;281;312;340;371,2020-03-26,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.532664548153659;0.831842151674212;0.405971101989404;0.727299652482555;0.393709430379719;0.28523567018232;0.325458858873093;0.446348109627613;0.461353323493124;0.377800263927425;0.95;0.0243874105148151;0.0243874105148151,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1.860217327,1,1,2021-02-01,Active,52,0.948763604,5.217556909,muncity,City of alaminos,1,4.05E-05,0.75,15503000
34276,26;56;87;117;148;179;209;240;270;301;332;360;391,2020-03-06,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.781476859017371;0.734488569528102;0.755972449422257;0.364488061475344;0.348243283578933;0.247395739876717;0.563451577732663;0.274388825499995;0.267470823489777;0.793410783623715;0.56813579599008;0.95;0.95,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.97677969,1.912270032,muncity,Alcala,1,4.05E-05,0.75,15504000
45296,10;40;71;101;132;163;193;224;254;285;316;344;375,2020-03-22,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.949198132895984;0.948696259931373;0.928917980612757;0.60264168444376;0.240777757637342;1.23439521825004e-09;0.119855257231852;0.11256595221712;0.350977076183642;0.428343916810612;0.782479563669843;0.287446605714565;0.287446605714565,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,52,0.973088917,2.298212351,muncity,Asingan,1,4.05E-05,0.75,15506000
24564,16;47;77;108;138;169;200;228;259,2020-07-16,2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.922882307628163;0.275924620137041;0.46718817180954;0.494511110582914;0.265699882495685;0.669696409210707;0.56075116901945;0.95;0.95,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.889537505,1.488914011,muncity,Balungao,1,4.05E-05,0.75,15507000
39728,27;58;89;119;150;180;211;242;270;301,2020-06-04,2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.889968601615492;0.550597098709326;0.565446265007183;0.262037637661191;0.308792946956018;0.399836759479929;0.256241674386732;0.95;0.844283657259343;0.844283657259343,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,1,0.943537393,1.473185834,muncity,Bani,1,4.05E-05,0.75,15508000
26030,8;38;69;99;130;161;191;222;252;283;314;342;373,2020-03-24,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.949890106276246;0.949999805287408;0.328653086913637;0.51398011393136;0.466359166126677;0.238702491000543;0.331757888825132;0.527071581515205;0.415492932465068;0.402964786602365;0.846643484529453;0.42976686632372;0.42976686632372,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.919365616,2.38161129,muncity,Basista,0,4.05E-05,0.75,15509000
93350,19;49;80;110;141;172;202;233;263;294;325;353;384,2020-03-13,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;0.785401940478359;0.0145775890052914;0.332350627203594;0.622200924524784;0.909206237296496;0.948488221437678;0;0;0;0.385641599225606;0.95;0.95,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.445995934,15.97018877,muncity,Bayambang,2,4.05E-05,0.75,15511000
43084,4;34;65;95;126;157;187;218;248;279;310;338;369,2020-03-28,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.936907141157323;0.901688080083129;0.757353027538008;0.000466831012870578;0.560845892354663;0.417495767275102;0.233471889241179;0.617560652527971;0.208593591405415;0.556881679152647;0.563981582172454;0.583355183992281;0.583355183992281,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.955006585,1.736267575,muncity,Binalonan,1,4.05E-05,0.75,15512000
65590,11;42;73;103;134;164;195;226;254;285,2020-06-20,2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.645467720232547;0.283949760257189;0.487253669010341;0.691264789609524;0.43266432549886;0.0910318828762994;0.486786183943801;0.772610465742884;0.472980418420364;0.472980418420364,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,52,0.975437436,3.589353649,muncity,Binmaley,1,4.05E-05,0.75,15513000
53187,17;48;79;109;140;170;201;232;260;291,2020-06-14,2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.552122961474527;0.473386816515402;0.517112922833514;0.268024474984108;0.842310846981589;0;0.229606340817162;0.930904898053839;0.238340169487653;0.238340169487653,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.984511227,2.641931238,muncity,Bugallon,1,4.05E-05,0.75,15515000
75146,24;54;85;115;146;177;207;238;268;299;330;358;389,2020-03-08,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.949910546356103;0.810400943913991;0.00553758852156188;0.587070091175623;0.541382261069817;0.454175642320454;0.641954254010578;0;0.206201722141082;0.487851700730494;0.95;0.95;0.95,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,8.368670834,2021-02-01,Active,0,0.976084405,10.98333634,muncity,Calasiao,1,4.05E-05,0.75,15517000
135259,31;61;92;122;153;184;214;245;275;306;337;365;396,2020-03-01,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.524422472783017;0.95;0.253079189383829;0.144047427917847;0.679284498224574;0.90576589804941;0;0;0;0.554755468683644;0.865447249572996;0.95;0.95,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.866548305,78.58191072,muncity,City of dagupan,1,4.05E-05,0.75,15518000
18322,5;36;67;97;128;158;189;220;248;279,2020-06-26,2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.940905771941558;0.495916228604647;0.650503910081913;0.737383864621337;0.188724317194414;0.347705495029584;0.314560164584254;0.652376677264747;0.410444973511816;0.410444973511816,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1.240656565,1,2021-02-01,Active,0,0.873365079,1.866235977,muncity,Labrador,1,4.05E-05,0.75,15521000
81563,24;54;85;115;146;177;207;238;268;299;330;358;389,2020-03-08,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.93518559007882;0.935254276355455;0;0.160985495007976;0.296890284839554;0.688238490483457;0;0.736973156693985;0.330579503466821;0.430315295574739;0.822828400922199;0;0,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.981660538,3.317108811,muncity,Lingayen ,1,4.05E-05,0.75,15522000
19558,26;57;88;118;149;179;210;241;269;300,2020-06-05,2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.949863585550853;0.141134430695023;0.732642252800615;0.250707119008472;0.3202305704509;0.578560631151121;0.0760877531808582;0.699299596280197;0.95;0.95,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.966158617,2.181096301,muncity,Mabini,1,4.05E-05,0.75,15523000
102884,16;46;77;107;138;169;199;230;260;291;322;350;381,2020-03-16,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.949476213184141;0.95;0.15474581851805;0.0969801225204128;0.183082664589251;0.884408544791193;0;0.456002928153493;0.274363002714743;0.385062853460097;0.744945563086955;0.95;0.95,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.982809794,8.766341476,muncity,Malasiqui,2,4.05E-05,0.75,15524000
54884,29;60;90;121;151;182;213;241;272,2020-07-03,2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.924432416265647;0.315075845616232;0.438779557866178;0.12731996239538;0.0325563159398183;0.477212906870166;0.95;0.21559720479744;0.21559720479744,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,52,0.979822525,4.814604614,muncity,Manaoag,2,4.05E-05,0.75,15525000
83974,23;54;84;115;146;176;207;237;268;299;327;358,2020-04-08,2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.926878202677376;0.837379048156092;0.305408836540373;0.0789373304703902;0.233082861704945;0.404744929545944;0.441279757179021;0.231561491440717;0.578371547144496;0.734249495184584;0.632984388323054;0.632984388323054,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,52,0.98604612,5.601851807,muncity,Mangaldan,1,4.05E-05,0.75,15526000
57845,9;40;71;101;132;162;193;224;252;283,2020-06-22,2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.932709876055327;0.815617252183062;0.283200682349488;0.0536443783165241;0.636489520389111;0.434351134419145;0.264002313420695;0.58217239026632;0.420395638119995;0.420395638119995,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.977968345,1.531460356,muncity,Mangatarem,1,4.05E-05,0.75,15527000
29267,12;43;74;104;135;165;196;227;255;286,2020-06-19,2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.794785510768864;0.412866659488238;0.427170651726392;0.52404118437735;0.553403134208148;0.204185139106921;0.449612095790749;0.751332408853478;0.63306629422278;0.63306629422278,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,52,0.968690684,2.237701377,muncity,Mapandan,1,4.05E-05,0.75,15528000
54932,6;37;68;98;129;159;190;221;249;280,2020-06-25,2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.902680251981472;0.828883844328082;0;0.605731743559579;0.319519756908484;0.355453731026724;0.420840216940387;0.744379482959286;0.421801997762848;0.421801997762848,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.977547695,1.289539423,muncity,Pozorrubio,1,4.05E-05,0.75,15530000
49816,16;46;77;107;138;169;199;230;260;291;322;350;381,2020-03-16,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.947961525013011;0.895362145715094;0.0936743551810961;0.409252291596054;0.444865120869895;0.618351092817273;0.400146273671294;0.00909343696269235;0.503734542204095;0.827078966428206;0.560762603992164;0.685365912719834;0.685365912719834,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.984465191,2.272713197,muncity,Rosales,1,4.05E-05,0.75,15531000
148924,23;54;84;115;146;176;207;237;268;299;327;358,2020-04-08,2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.937191820932208;0.276641237117074;0.419340776314225;0.491943796434553;0.450396450955395;0.396025532031511;0.537839018718182;0.145956060116036;0.411248462839714;0.757019782420681;0.95;0.95,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.991756906,5.55330974,muncity,City of san carlos,1,4.05E-05,0.75,15532000
65566,6;36;67;97;128;159;189;220;250;281;312;340;371,2020-03-26,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.64871093398065;0.718967509847289;0.692847349079588;0.200446333517295;0.7018634024463;0.466365921805242;0.154558605294019;0.173715955650586;0.736729062788082;0.279191143165026;0.81044075939248;0.372229381358133;0.372229381358133,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.990091943,2.352059548,muncity,San fabian,0,4.05E-05,0.75,15533000
32259,7;38;69;99;130;160;191;222;250;281,2020-06-24,2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.949977260781097;0.95;0.0795876069504392;0.107800001781935;0.342099261190488;0.582484949846007;0.179995982709633;0.565200907332971;0.74767393878384;0.74767393878384,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,52,0.995439076,1.309559541,muncity,San jacinto,1,4.05E-05,0.75,15534000
41809,23;54;84;115;145;176;207;235;266,2020-07-09,2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.841991388824346;0.664291791014773;0.246694100854654;0.207268086504727;0.534276879399654;0.238902722970694;0.540495228749936;0.629986772486918;0.629986772486918,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,1,0.978211048,1.816686003,muncity,San manuel,1,4.05E-05,0.75,15535000
64770,21;52;83;113;144;174;205;236;264;295,2020-06-10,2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.648111713491511;0.529159034121876;0;0.281385898202013;0.924108763678542;0;0.369081583999125;0.845142809298197;0.557815659149446;0.557815659149446,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,52,0.950311599,9.736051797,muncity,Santa barbara,1,4.05E-05,0.75,15538000
